sample_id,sampling_tier,source_baseline,record_id,doi,paper_title,route,formulation_label,policy_level,policy_first_verified,pipeline_status_v4,failure_reasons_v4,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,endpoint_normalized_value,endpoint_normalized_unit,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,device,study_type,barrier,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,key_table_figure_to_check,paper_link,card_path,gold_api_correct,gold_concentration_correct,gold_device_correct,gold_endpoint_kind_correct,gold_endpoint_time_correct,gold_membrane_correct,gold_endpoint_value_correct,gold_endpoint_value_note,gold_excipient_correct,gold_receptor_medium_correct,gold_dose_type_correct,gold_scope_correct,gold_value_correct,gold_keep_record,gold_notes
R2-090,tier2_gpt_v4_unresolved_stratified,gpt,record_6f4d81e453f5,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",figure,IBUGEL (Ibuprofen 5% w/w),never,never,unresolved,source_context_inconsistent,amount_per_area,90,ug/cm2,6,h,90,ug/cm^2,ibuprofen,5,% w/w,w/w,5%,Franz diffusion cell,IVPT,"human skin, porcine skin, silicone membrane, PAMPA",PAMPA,,250,,finite,1 ul/cm2,1,"Table 2; PAGE 5; page(s): 2, 4, 6, 11, 12, 5",https://doi.org/10.1016/j.ijpharm.2016.03.043,gold_set_round2_record_cards\R2-090_record_6f4d81e453f5.md,yes,yes,yes,yes,no,yes,no,"the endpoint shown in the Figure 1(Human skin(A), Porcine skin (B), Silicone membrane (C), Skin PAMPA (D)), and Human skin, endpoint time is 48h, value is 11~39 ug/cm^2; Porcine skin, time is 48h, value is 59~81 ug/cm^2; Silicone membrane time is 6h, value is 140 ug/cm^2; Skin PAMPA time is 6h, value is 91~136 ug/cm^2.",yes,no,yes,no,no,no,"This paper uses Ibuprofen as a model drug to explore a critical issue in the pharmaceutical industry: In vitro experiments, which type of “artificial skin” most accurately mimics real human skin? The endpoints are recorded in Figure 1, but the positioning is not accurate and the data has not been captured correctly."
R2-091,tier2_gpt_v4_unresolved_stratified,gpt,record_8515317ce0a0,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",figure,IBULEVE Speed Relief 5% Spray,never,never,unresolved,source_context_inconsistent,amount_per_area,91,ug/cm2,6,h,91,ug/cm^2,ibuprofen,5,% w/w,w/w,5%,Franz diffusion cell,IVPT,"human skin, porcine skin, silicone membrane, PAMPA",PAMPA,,250,,finite,1 ul/cm2,1,"Table 2; PAGE 5; page(s): 2, 4, 6, 11, 12, 5",https://doi.org/10.1016/j.ijpharm.2016.03.043,gold_set_round2_record_cards\R2-091_record_8515317ce0a0.md,yes,yes,yes,yes,no,yes,no,"the endpoint shown in the Figure 1(Human skin(A), Porcine skin (B), Silicone membrane (C), Skin PAMPA (D)), and Human skin, endpoint time is 48h, value is 11~39 ug/cm^2; Porcine skin, time is 48h, value is 59~81 ug/cm^2; Silicone membrane time is 6h, value is 140 ug/cm^2; Skin PAMPA time is 6h, value is 91~136 ug/cm^2.",yes,no,yes,no,no,no,"This paper uses Ibuprofen as a model drug to explore a critical issue in the pharmaceutical industry: In vitro experiments, which type of “artificial skin” most accurately mimics real human skin? The endpoints are recorded in Figure 1, but the positioning is not accurate and the data has not been captured correctly."
R2-092,tier2_gpt_v4_unresolved_stratified,gpt,record_a28c8f99f0f6,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",figure,IBULEVE Speed Relief 5% Spray,never,never,unresolved,source_context_inconsistent,amount_per_area,91,ug/cm2,10,min,91,ug/cm^2,ibuprofen,5,% w/w,w/w,5%,Franz diffusion cell,IVPT,"human skin, porcine skin, silicone membrane, PAMPA",human skin,human,5,,finite,18 g,1,"Table 1; PAGE 5; page(s): 2, 4, 6, 11, 12, 5",https://doi.org/10.1016/j.ijpharm.2016.03.043,gold_set_round2_record_cards\R2-092_record_a28c8f99f0f6.md,yes,yes,yes,yes,no,yes,no,"the endpoint shown in the Figure 1(Human skin(A), Porcine skin (B), Silicone membrane (C), Skin PAMPA (D)), and Human skin, endpoint time is 48h, value is 11~39 ug/cm^2; Porcine skin, time is 48h, value is 59~81 ug/cm^2; Silicone membrane time is 6h, value is 140 ug/cm^2; Skin PAMPA time is 6h, value is 91~136 ug/cm^2.",yes,no,yes,no,no,no,"This paper uses Ibuprofen as a model drug to explore a critical issue in the pharmaceutical industry: In vitro experiments, which type of “artificial skin” most accurately mimics real human skin? The endpoints are recorded in Figure 1, but the positioning is not accurate and the data has not been captured correctly."
R2-093,tier2_gpt_v4_unresolved_stratified,gpt,record_0dbf50f97a74,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,figure,N+-Ibuprofen,never,never,unresolved,missing_endpoint; figure_digitization_failed,unknown,,,72,h,,,Ibuprofen,,,,,Franz diffusion cell,IVRT,Strat-M-membranes,Strat-M-membranes,synthetic,7,,finite,8 mM,,"Table 1; Figure 4; page(s): 2, 3, 4, 5, 7",https://doi.org/10.1021/acs.molpharmaceut.0c00720,gold_set_round2_record_cards\R2-093_record_0dbf50f97a74.md,yes,no,yes,no,yes,yes,no,"the endpoint was not extracted, and out of scope.",n/a,no,n/a,no,no,no,"The focus of the research is not on developing ordinary gels or dressings, but rather on using “light” to directly control the physical form and transdermal absorption rate of these conventional drugs, which normally do not respond to light at all. That is not within our scope."
R2-094,tier2_gpt_v4_unresolved_stratified,gpt,record_56d2d3b2dd1a,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,figure,P+-Ibuprofen,never,never,unresolved,missing_endpoint; figure_digitization_failed,unknown,,,72,h,,,Ibuprofen,,,,,Franz diffusion cell,IVRT,Strat-M-membranes,Strat-M-membranes,synthetic,7,,finite,8 mM,,"Table 1; Figure 4; page(s): 2, 3, 4, 5, 7",https://doi.org/10.1021/acs.molpharmaceut.0c00720,gold_set_round2_record_cards\R2-094_record_56d2d3b2dd1a.md,yes,no,yes,no,yes,yes,no,"the endpoint was not extracted, and out of scope.",n/a,no,n/a,no,no,no,"The focus of the research is not on developing ordinary gels or dressings, but rather on using “light” to directly control the physical form and transdermal absorption rate of these conventional drugs, which normally do not respond to light at all. That is not within our scope."
R2-095,tier2_gpt_v4_unresolved_stratified,gpt,record_e058c87cb94e,10.1038/nature18615,Toremifene interacts with and destabilizes the Ebola virus glycoprotein.,text,text_1,never,never,unresolved,missing_endpoint; missing_endpoint_time; insufficient_evidence,unknown,,none,,none,,,ibuprofen,,,,not specified,Franz diffusion cell,IVPT,EBOV GP,membrane envelope,EBOV,,not specified,finite,not specified,,Check evidence locators in this card,https://doi.org/10.1038/nature18615,gold_set_round2_record_cards\R2-095_record_e058c87cb94e.md,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,no,no,"This study falls within the field of structural biology and virology. Researchers discovered that ibuprofen, which is typically used as a pain reliever, unexpectedly binds to the glycoprotein (GP) of the Ebola virus (EBOV) and inhibits viral infection by inducing protein instability."
R2-096,tier3_gpt_v4_rejected_stratified,gpt,record_0ad8278f1ee0,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,table,[ValOAm][IBU],never,never,rejected,not_target_api; not_target_api_concentration,amount_total,308.96,mg IBU cm2,24,h,308960,ug/cm^2,Ibuprofen amyl ester,,,,,Franz diffusion cell,IVPT,porcine skin,porcine skin,porcine,,buffer pH 7.4,finite,100 mg,1,"Table 5; Page 6, section on Skin permeation studies; page(s): 8, 10, 11, 13, 14, 6",https://doi.org/10.1039/d0ra00100g,gold_set_round2_record_cards\R2-096_record_0ad8278f1ee0.md,yes,n/a,yes,yes,yes,yes,yes,,n/a,yes,no,no,yes,no,"Unlike strategies involving physical blending of excipients, this study completely transformed the physicochemical properties of ibuprofen through chemical salt formation."
R2-097,tier3_gpt_v4_rejected_stratified,gpt,record_89a4be188bec,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,table,[ValOBu][IBU],never,never,rejected,not_target_api; not_target_api_concentration,amount_total,289.74,mg IBU cm2,24,h,289740,ug/cm^2,Ibuprofen butyl ester,,,,,Franz diffusion cell,IVPT,porcine skin,porcine skin,porcine,,buffer pH 7.4,finite,100 mg,1,"Table 5; Page 6, section on Skin permeation studies; page(s): 8, 10, 11, 13, 14, 6",https://doi.org/10.1039/d0ra00100g,gold_set_round2_record_cards\R2-097_record_89a4be188bec.md,yes,n/a,yes,yes,yes,yes,yes,,n/a,yes,no,no,yes,no,"Unlike strategies involving physical blending of excipients, this study completely transformed the physicochemical properties of ibuprofen through chemical salt formation."
R2-098,tier3_gpt_v4_rejected_stratified,gpt,record_1554f1765160,10.1007/s11095-020-02887-9,Two-Photon Polymerisation 3D Printing of Microneedle Array Templates with Versatile Designs: Application in the Development of Polymeric Drug Delivery Systems.,mixed,D1,never,never,rejected,not_target_api; not_target_api_concentration,amount_total,100,mg,24,h,75340.91765,ug/cm^2,Ibuprofen Sodium (IBU Na),20,% w/w,w/w,60%,Franz diffusion cell,both,neonatal full-thickness porcine skin,porcine skin,porcine,300,PBS,finite,100 mg,1.3273,"Table I; page(s): 3, 4, 7, 8, 9",https://doi.org/10.1007/s11095-020-02887-9,gold_set_round2_record_cards\R2-098_record_1554f1765160.md,yes,no,yes,no,yes,yes,no,the endpoint value was not correct; Permeation parameters: The in vitro cumulative permeation amount (mg) of sodium ibuprofen and its percentage (%) relative to the initial drug load.,yes,yes,n/a,no,no,no,"In this study, ibuprofen sodium (IBU Na) was used as a model drug to evaluate the transdermal delivery efficiency of novel “hydrogel-forming microneedles (HFMNs).” The research falls under the field of 3D printing technology and advanced microneedle drug delivery systems."
R2-099,tier3_gpt_v4_rejected_stratified,gpt,record_a13c1416d8f0,10.1007/s11095-020-02887-9,Two-Photon Polymerisation 3D Printing of Microneedle Array Templates with Versatile Designs: Application in the Development of Polymeric Drug Delivery Systems.,mixed,D2,never,never,rejected,not_target_api; not_target_api_concentration,amount_total,100,mg,24,h,75340.91765,ug/cm^2,Ibuprofen Sodium (IBU Na),20,% w/w,w/w,60%,Franz diffusion cell,both,neonatal full-thickness porcine skin,porcine skin,porcine,300,PBS,finite,100 mg,1.3273,"Table I; page(s): 3, 4, 7, 8, 9",https://doi.org/10.1007/s11095-020-02887-9,gold_set_round2_record_cards\R2-099_record_a13c1416d8f0.md,yes,no,yes,no,yes,yes,no,the endpoint value was not correct; Permeation parameters: The in vitro cumulative permeation amount (mg) of sodium ibuprofen and its percentage (%) relative to the initial drug load.,yes,yes,n/a,no,no,no,"In this study, ibuprofen sodium (IBU Na) was used as a model drug to evaluate the transdermal delivery efficiency of novel “hydrogel-forming microneedles (HFMNs).” The research falls under the field of 3D printing technology and advanced microneedle drug delivery systems."
R2-100,tier3_gpt_v4_rejected_stratified,gpt,record_0aca1f9d808f,10.1523/jneurosci.15-04-02768.1995,Cyclooxygenase inhibition and the spinal release of prostaglandin E2 and amino acids evoked by paw formalin injection: a microdialysis study in unanesthetized rats.,figure,Control (formalin),never,never,rejected,not_target_api; not_target_device; not_target_api_concentration; missing_area,amount_total,60,%,110,min,,,S(+) ibuprofen,10,mg/kg,,,diffusion cell,IVPT,N/A,,,,,,,,"1; Table 3; page(s): 2, 3, 4, 6, 7",https://doi.org/10.1523/jneurosci.15-04-02768.1995,gold_set_round2_record_cards\R2-100_record_0aca1f9d808f.md,yes,n/a,n/a,n/a,n/a,n/a,n/a,,no,no,n/a,no,no,no,This paper falls under the category of in-vivo neuropharmacology and research on analgesic mechanisms. Ibuprofen was used to elucidate its mechanism of action against hyperalgesia in the central nervous system (spinal cord).
R2-101,tier3_gpt_v4_rejected_stratified,gpt,record_465f54a451d1,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,figure,NSV-IBU 1%,never,never,rejected,source_context_inconsistent; not_target_device; missing_area,amount_total,0,%,24,h,,,Ibuprofen,1,%,weight/volume,1%,diffusion cell,IVRT,LBG/xanthan hydrogel,LBG/xanthan hydrogel,,,,,1 mg,,"Table 2; page(s): 1, 2, 3, 4, 5",https://doi.org/10.18433/j3160b,gold_set_round2_record_cards\R2-101_record_465f54a451d1.md,yes,yes,no,yes,no,n/a,no,"endpoint time is 48 h. At the end of 48 hours, the cumulative release rate of ibuprofen reached approximately 60%, regardless of whether it was released from a simple hydrogel or a “vesicle-hydrogel” composite system.",no,no,n/a,no,no,no,"The research focus of this paper is “vesicle-hydrogel” composite drug delivery systems for topical administration. In this study, ibuprofen (IBU) was used as one of the hydrophobic model drugs to evaluate the in vitro drug release properties of this novel matrix."
R2-102,tier3_gpt_v4_rejected_stratified,gpt,record_50c67f819b5f,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,figure,NSV-IBU 1%,never,never,rejected,source_context_inconsistent; not_target_device; missing_area,amount_total,60,%,48,h,,,Ibuprofen,1,%,weight/volume,1%,diffusion cell,IVRT,LBG/xanthan hydrogel,LBG/xanthan hydrogel,,,,,4 mL,,"Table 2; page(s): 1, 2, 3, 4, 5",https://doi.org/10.18433/j3160b,gold_set_round2_record_cards\R2-102_record_50c67f819b5f.md,yes,yes,no,yes,yes,n/a,yes,,no,no,n/a,no,no,no,"The research focus of this paper is “vesicle-hydrogel” composite drug delivery systems for topical administration. In this study, ibuprofen (IBU) was used as one of the hydrophobic model drugs to evaluate the in vitro drug release properties of this novel matrix."
R2-103,tier3_gpt_v4_rejected_stratified,gpt,record_6536e275b856,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,figure,NSV-IBU 1%,never,never,rejected,source_context_inconsistent; not_target_device; missing_area,amount_total,0,%,8,h,,,Ibuprofen,1,%,weight/volume,1%,diffusion cell,IVRT,LBG/xanthan hydrogel,LBG/xanthan hydrogel,,,,,4 mL,,"Table 2; page(s): 1, 2, 3, 4, 5",https://doi.org/10.18433/j3160b,gold_set_round2_record_cards\R2-103_record_6536e275b856.md,yes,yes,no,yes,no,n/a,no,"endpoint time is 48 h. At the end of 48 hours, the cumulative release rate of ibuprofen reached approximately 60%, regardless of whether it was released from a simple hydrogel or a “vesicle-hydrogel” composite system.",no,no,n/a,no,no,no,"The research focus of this paper is “vesicle-hydrogel” composite drug delivery systems for topical administration. In this study, ibuprofen (IBU) was used as one of the hydrophobic model drugs to evaluate the in vitro drug release properties of this novel matrix."
R2-104,tier3_gpt_v4_rejected_stratified,gpt,record_ed1043dd980c,10.1371/journal.pone.0118536,Enhanced neurite outgrowth of human model (NT2) neurons by small-molecule inhibitors of Rho/ROCK signaling.,figure,Fasudil 1 uM,never,never,rejected,source_context_inconsistent; not_target_api; insufficient_evidence; not_target_api_concentration,amount_per_area,0.5,ug/cm2,24,h,0.5,ug/cm^2,Fasudil,1,uM,molar,1 uM,,both,human NT2 neurons,human NT2 neurons,human,10,,finite,10 ml,,"Table 1; page(s): 2, 3, 4, 10, 11",https://doi.org/10.1371/journal.pone.0118536,gold_set_round2_record_cards\R2-104_record_ed1043dd980c.md,yes,no,no,no,yes,n/a,n/a,,no,n/a,n/a,no,no,no,"This study falls within the field of neuroscience and axon regeneration. In this study, ibuprofen was found to have another important pharmacological effect in addition to inhibiting cyclooxygenase (COX): inhibiting the RhoA signaling pathway, thereby promoting axon/process growth in human neurons. The device is 96-well-plates."
R2-105,tier3_gpt_v4_rejected_stratified,gpt,record_67841a39b2ca,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,table,F1,never,never,rejected,not_target_device,amount_per_area,0.5,mg/cm2,0.5,h,500,ug/cm^2,Ibuprofen,10,mg/cm2,Drug concentration in patch,10 mg/cm2,diffusion cell,IVPT,skin,Human skin,human,400,Phosphate-buffered saline,finite,3 mg,,Table 1; page(s): 5,https://doi.org/10.1016/j.ijpharm.2019.118975,gold_set_round2_record_cards\R2-105_record_67841a39b2ca.md,yes,no,yes,yes,no,no,no,"The endpoint value states in Table 5, and there are six type of ibu-formulation and time is 24h.",no,yes,yes,no,no,no,"This study falls within the field of transdermal drug delivery systems (specifically, innovations in pressure-sensitive adhesive materials for transdermal patches). It explores a novel polymer material—SEBS block copolymer—for use as the pressure-sensitive adhesive matrix in transdermal patches, and employs ibuprofen as a model drug to evaluate its release and transdermal performance. The drug loading of ibuprofen in the dried matrix of the medicated patch was 10% (w/w). The endpoint of the skin permeation study was 24 hours (24 h). The membrane used was pig ear skin."
R2-106,tier3_gpt_v4_rejected_stratified,gpt,record_97a37df47a5c,10.1016/j.ijpharm.2019.118975,SEBS block copolymers as novel materials to design transdermal patches.,table,F1,never,never,rejected,not_target_device,amount_per_area,1,mg/cm2,1,h,1000,ug/cm^2,Ibuprofen,10,mg/cm2,Drug concentration in patch,10 mg/cm2,diffusion cell,IVPT,skin,Human skin,human,400,Phosphate-buffered saline,finite,3 mg,,Table 1; page(s): 5,https://doi.org/10.1016/j.ijpharm.2019.118975,gold_set_round2_record_cards\R2-106_record_97a37df47a5c.md,yes,no,yes,yes,no,no,no,"The endpoint value states in Table 5, and there are six type of ibu-formulation and time is 24h.",no,yes,yes,no,no,no,"This study falls within the field of transdermal drug delivery systems (specifically, innovations in pressure-sensitive adhesive materials for transdermal patches). It explores a novel polymer material—SEBS block copolymer—for use as the pressure-sensitive adhesive matrix in transdermal patches, and employs ibuprofen as a model drug to evaluate its release and transdermal performance. The drug loading of ibuprofen in the dried matrix of the medicated patch was 10% (w/w). The endpoint of the skin permeation study was 24 hours (24 h). The membrane used was pig ear skin."
R2-107,tier3_gpt_v4_rejected_stratified,gpt,record_6d9ea1e74925,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,mixed,Ibuprofen 10% (No Excipient),never,never,rejected,not_target_device; missing_endpoint; missing_endpoint_time,unknown,,,,,,,Ibuprofen,10,% w/v,w/v,10% w/v,diffusion cell,IVPT,mouse skin,mouse skin,mouse,,,finite,1 g,,"Table 2; page(s): 1, 2",https://doi.org/10.1007/s11095-024-03747-6,gold_set_round2_record_cards\R2-107_record_6d9ea1e74925.md,yes,no,no,no,no,n/a,no,"- Prodrug sustained release: At 72 hours, the cumulative release rate of the prodrug in an alkaline environment (pH 8) was close to 80%, whereas release was slower in a physiological environment (pH 7.5), reaching only about 50%.",no,no,n/a,no,no,no,"This study falls under the field of Nanomedicine / Smart Prodrugs. Here, Ibuprofen is not only studied as an anti-inflammatory drug; it is also covalently linked to a fluorinated dendrimer, forming a “theranostic” prodrug system that can achieve sustained-release in response to pH and also has the potential to serve as a ${}^{19}F$ magnetic resonance imaging (MRI) contrast agent."
R2-108,tier4_claude_only_v4_verified,claude,record_a1bb31150869,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - 200 um microneedle,v4,v4,verified,,flux,4.21,10-6 cm/s,6,hours,,,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)","bovine split skin, pretreated with 200 um microneedle roller",bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-108_record_a1bb31150869.md,yes,no,yes,yes,yes,yes,yes,,yes,yes,yes,no,yes,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-109,tier4_claude_only_v4_verified,claude,record_b595315133cb,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - 200 um microneedle,v3,v3,verified,,amount_total,23.4,mg,6,hours,13220.33898,ug/cm^2,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)","bovine split skin, pretreated with 200 um microneedle roller",bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-109_record_b595315133cb.md,yes,no,yes,no,yes,yes,no,"the endpoint is not correct, it's concentration actually.",yes,yes,yes,no,no,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-110,tier4_claude_only_v4_verified,claude,record_b8450d40a00a,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - 200 um microneedle,v4,v4,verified,,flux,368.69,ug/cm2/h,6,hours,,,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)","bovine split skin, pretreated with 200 um microneedle roller",bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-110_record_b8450d40a00a.md,yes,no,yes,yes,yes,yes,yes,,yes,yes,yes,no,yes,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-111,tier4_claude_only_v4_verified,claude,record_251f93e67bb6,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - 300 um microneedle,v4,v4,verified,,flux,431.52,ug/cm2/h,6,hours,,,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)","bovine split skin, pretreated with 300 um microneedle roller",bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-111_record_251f93e67bb6.md,yes,no,yes,yes,yes,yes,yes,,yes,yes,yes,no,yes,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-112,tier4_claude_only_v4_verified,claude,record_bb1cbf1d5f0b,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - 300 um microneedle,v4,v4,verified,,flux,5.27,10-6 cm/s,6,hours,,,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)","bovine split skin, pretreated with 300 um microneedle roller",bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-112_record_bb1cbf1d5f0b.md,yes,no,yes,yes,yes,yes,yes,,yes,yes,yes,no,yes,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
R2-113,tier4_claude_only_v4_verified,claude,record_f8d0d6249889,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,mixed,Ibuprofen - 300 um microneedle,v3,v3,verified,,amount_total,23.4,mg,6,hours,13220.33898,ug/cm^2,ibuprofen,,,,80% saturated solution,Franz diffusion cell,IVPT,"bovine udder split skin (600 um 50 um thick, Holstein Friesian cows)","bovine split skin, pretreated with 300 um microneedle roller",bovine udder (Holstein Friesian),600,phosphate buffered saline (PBS),infinite,infinite dose,1.77,"Table 1; Page 2 Methods (In-vitro permeation section): 'Franz-type diffusion cells obtained from PermeGear (Riegelsville, PA, USA) with a receptor chamber of approximately 12 ml and a diffusion area of approximately 1.77 cm2'; page(s): 2, 3, 4, 5, 6",https://doi.org/10.1186/2050-6511-13-5,gold_set_round2_record_cards\R2-113_record_f8d0d6249889.md,yes,no,yes,no,yes,yes,no,"the endpoint is not correct, it's concentration actually.",yes,yes,yes,no,no,no,"In this study, the researchers used commercially available microneedle rollers to pretreat the skin in order to evaluate the effect of physical perforation on enhancing the transdermal absorption of four nonsteroidal anti-inflammatory drugs (NSAIDs) with different physicochemical properties, including ibuprofen. The drug concentration was 23.4 mg/ml (i.e., an 80% saturated solution of ibuprofen in PBS)."
